form_count,div_count,samp_count,ol_count,h3_count,link_count,figcaption_count,object_count,u_count,track_count,dd_count,code_count,h6_count,h4_count,li_count,em_count,progress_count,paragraph_count,select_count,header_count,button_count,caption_count,sub_count,dir_count,small_count,dialog_count,time_count,map_count,col_count,main_count,input_count,style_count,tr_count,dt_count,dl_count,filename,bold_count,tfoot_count,section_count,ins_count,source_count,td_count,output_count,h2_count,span_count,aside_count,textarea_count,blockquote_count,datalist_count,svg_count,mark_count,iframe_count,image_count,wbr_count,del_count,tbody_count,hr_count,meter_count,footer_count,colgroup_count,optgroup_count,article_count,thead_count,a_count,abbr_count,br_count,font_count,option_count,table_count,legend_count,th_count,area_count,noscript_count,script_count,canvas_count,keygen_count,bdi_count,video_count,h5_count,summary_count,pre_count,s_count,quotation_count,fieldset_count,audio_count,strong_count,bdo_count,address_count,nav_count,menu_count,label_count,kbd_count,h1_count,dfn_count,sup_count,cite_count,embed_count,details_count,i_count,var_count,figure_count,param_count,menuitem_count,ul_count,quality
2,150,0,0,1,4,0,0,0,0,0,0,1,6,23,0,0,40,0,2,2,0,0,0,0,0,0,0,0,0,7,9,0,0,0,1029478_raw_html.txt,0,0,10,0,0,0,0,1,18,1,0,0,0,0,0,0,7,0,0,0,1,0,7,0,0,6,0,69,0,0,0,0,0,0,0,0,2,71,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,12,0,0,0,0,6,0
0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,1029526_raw_html.txt,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,94,0,0,0,11,0,0,0,0,0,0,0,0,149,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,4,1,0,0,0,102952_raw_html.txt,0,0,12,0,0,0,0,18,110,1,0,0,0,0,0,0,14,0,0,0,0,0,1,0,0,6,0,175,0,0,0,0,0,0,0,0,3,46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16,0
1,73,0,1,17,8,2,0,0,0,0,0,1,0,100,0,0,6,0,7,1,0,0,0,2,0,1,0,0,1,2,1,0,0,0,1029610_raw_html.txt,0,0,7,0,0,0,0,1,23,1,0,0,0,0,0,0,24,0,0,0,0,0,1,0,0,14,0,131,0,0,0,0,0,0,0,0,2,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,15,0,0,23,0
1,120,0,0,11,21,0,0,0,0,0,0,0,3,148,2,0,48,0,0,8,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1029622_raw_html.txt,0,0,0,0,0,0,0,5,109,0,0,7,0,0,0,0,32,0,0,0,0,0,1,0,0,0,0,197,0,0,0,0,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,23,0
2,170,0,0,2,4,0,0,0,0,0,0,0,0,43,26,0,54,0,0,1,0,0,0,0,0,0,0,0,0,47,1,8,0,0,1029634_raw_html.txt,2,0,0,0,0,15,0,4,101,0,2,11,0,0,0,2,118,0,0,1,0,0,0,0,0,0,0,160,0,0,169,0,2,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,16,0,3,0,2,16,0,0,7,0,0,0,0,9,0
4,134,0,1,0,7,0,0,0,0,131,0,0,0,83,35,0,20,0,0,0,0,0,0,0,0,0,0,0,0,17,2,0,14,15,1029724_raw_html.txt,14,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,1,0,0,0,0,0,5,0,0,0,0,13,0
1,54,0,0,7,3,0,0,0,0,0,0,0,6,27,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1029754_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
1,354,0,0,1,8,0,0,0,0,3,0,0,2,2052,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,3,3,2,2,1029790_raw_html.txt,0,0,0,0,0,6,0,30,2231,2,0,10,0,0,0,0,64,0,0,2,0,0,1,0,0,0,0,2565,1,0,0,0,3,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,441,0
3,276,0,1,1,14,0,0,0,0,0,0,0,2,72,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,1,1,1029862_raw_html.txt,14,0,0,0,0,2,0,11,202,1,1,2,0,0,0,1,38,0,0,0,0,0,0,0,0,1,0,188,1,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,24,0,0,0,0,32,0
3,56,0,0,2,14,0,0,0,0,0,0,1,4,36,0,0,4,0,2,2,0,0,0,0,0,0,0,0,1,17,0,0,0,0,1029868_raw_html.txt,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,13,0,0,0,0,0,1,0,0,1,0,57,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,5,0
2,182,0,0,3,6,0,0,0,0,0,0,0,0,26,0,0,11,0,4,0,0,0,0,0,0,39,0,0,0,10,1,0,0,0,1029952_raw_html.txt,0,0,0,0,0,0,0,0,164,0,0,0,0,5,0,0,9,0,0,0,0,0,3,0,0,3,0,179,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,4,0,0,0,0,0,12,0,0,0,0,5,1
1,50,0,1,12,15,0,0,0,0,2,0,0,0,120,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,4,1,13,2,1,1030000_raw_html.txt,6,0,0,0,0,11,0,7,78,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,4,0,5,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,0,0,0,18,0,0,0,0,27,0
2,70,0,0,0,14,0,0,0,0,0,0,0,1,33,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,1030018_raw_html.txt,0,0,1,2,0,0,0,1,10,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,1,0,52,1,0,1,0,0,0,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,7,0,0,0,0,0,0,0,7,0
2,126,0,0,2,27,0,0,0,0,0,0,0,3,48,0,0,8,0,8,0,0,0,0,1,0,0,0,0,0,10,4,0,0,0,1030048_raw_html.txt,0,0,0,3,0,0,0,7,68,1,1,0,0,0,0,1,19,0,0,0,0,0,1,0,0,7,0,91,0,0,0,0,0,0,0,0,0,48,0,0,0,0,1,0,0,0,0,1,0,8,0,0,2,0,0,0,1,0,0,0,0,0,55,0,0,0,0,12,0
2,72,0,0,3,4,0,0,0,0,0,0,0,0,69,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1030186_raw_html.txt,1,0,0,0,0,0,0,13,18,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0
1,197,0,0,28,16,0,0,0,0,0,0,0,1,207,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,1030234_raw_html.txt,0,0,0,0,0,0,0,14,23,0,1,0,0,0,0,1,44,0,0,0,1,0,0,0,0,0,0,232,0,0,0,12,0,0,0,0,3,73,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,1
3,140,0,2,15,23,0,0,0,0,0,0,0,0,29,2,0,48,0,1,0,0,0,0,1,0,0,0,0,0,14,5,5,0,0,1030318_raw_html.txt,0,0,1,0,0,40,0,2,89,1,1,0,0,0,0,1,26,0,0,1,0,0,1,0,0,0,1,106,1,0,0,0,1,0,10,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,5,0,2,0,0,0,0,0,9,0,0,0,0,8,0
0,362,0,0,0,4,0,0,0,0,0,0,0,0,11,0,0,1,0,21,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,1030360_raw_html.txt,0,0,1,0,0,0,0,1,205,1,0,0,0,0,0,0,3,0,0,0,2,0,21,0,0,20,0,181,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,0
5,107,0,0,10,18,0,0,0,0,0,0,0,1,118,3,0,9,0,0,0,0,0,0,4,0,0,0,0,0,26,2,0,0,0,1030402_raw_html.txt,0,0,0,0,0,0,0,1,13,0,1,1,0,0,0,2,46,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,2,49,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,30,0
4,208,0,1,5,16,1,0,0,0,0,0,0,22,226,0,0,7,0,6,8,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1030438_raw_html.txt,0,0,5,0,0,0,0,2,87,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,1,0,286,0,0,0,0,0,0,0,0,1,31,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,9,0,2,0,0,0,0,0,27,0,1,0,0,41,0
2,140,0,1,5,24,0,0,0,0,0,1,0,0,34,2,0,28,1,0,0,0,0,0,1,0,0,0,0,0,9,1,0,0,0,103048_raw_html.txt,0,0,0,0,0,0,0,0,46,0,1,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,87,1,0,0,871,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,4,0,1,0,0,13,0,0,0,0,0,0,0,4,0
3,91,0,0,5,6,0,0,0,0,0,0,0,2,251,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1030492_raw_html.txt,0,0,5,0,0,0,0,1,46,0,0,0,0,27,0,0,7,0,0,0,12,0,1,0,0,1,0,303,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,34,0
2,52,0,0,1,15,0,0,0,0,0,0,0,3,93,2,0,24,0,0,0,0,0,0,1,0,0,0,0,0,8,2,0,0,0,1030636_raw_html.txt,0,0,0,0,0,0,0,4,20,0,2,3,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,13,0
1,88,0,1,12,15,0,0,0,0,0,0,0,0,138,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,1,11,7,7,1030696_raw_html.txt,17,0,0,0,0,11,0,9,175,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,266,0,0,0,0,2,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,14,0,0,0,4,0,0,0,0,34,0
0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030708_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,60,0,0,1,22,0,0,0,0,0,0,0,0,45,0,0,12,2,2,1,1,0,0,0,0,1,0,0,0,2,11,10,0,0,1030714_raw_html.txt,0,1,0,0,0,42,0,2,22,17,0,0,0,0,0,3,22,0,0,2,0,0,2,0,0,1,1,90,0,0,0,40,2,0,7,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,10,0,0,0,0,0,0,0,0,0,0,5,0
3,72,0,0,1,2,0,0,0,0,0,0,0,0,5,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,0,1030732_raw_html.txt,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
0,18,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030816_raw_html.txt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
3,46,0,1,5,10,0,0,0,0,0,0,0,7,34,2,0,13,0,4,0,0,0,0,1,0,3,0,0,1,13,7,0,0,0,1030858_raw_html.txt,0,0,9,0,0,0,0,0,15,1,1,0,0,0,0,2,43,0,0,0,0,0,2,0,0,3,0,81,0,0,0,0,0,0,0,0,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,4,0
0,170,0,0,6,13,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,0,0,1030888_raw_html.txt,0,0,0,0,0,6,0,10,31,0,1,0,0,0,0,0,28,0,0,0,3,0,0,0,0,0,0,67,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0
4,152,0,2,6,19,0,0,0,0,0,0,0,18,129,2,0,12,1,0,0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,1031086_raw_html.txt,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,165,0,0,0,52,0,0,0,0,2,39,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,20,0
2,278,0,0,118,7,0,0,0,0,0,0,0,4,132,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,1031098_raw_html.txt,0,0,0,0,0,0,0,2,27,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,341,0,0,3,16,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031122_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,104,0,0,4,21,0,0,0,0,0,0,0,1,51,0,0,20,0,11,0,0,0,0,0,0,24,0,0,0,4,1,0,0,0,1031134_raw_html.txt,0,0,0,0,0,0,0,10,90,4,0,0,0,0,0,0,31,0,0,0,0,0,1,0,0,15,0,130,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,2,0,2,0,0,0,0,0,33,0,0,0,0,7,1
0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031170_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,38,0,0,0,16,0,0,0,0,5,0,0,0,145,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,1,0,5,1,103120_raw_html.txt,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,1,0,149,0,0,0,20,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,28,0
0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1031272_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031302_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,221,0,0,8,5,0,0,0,0,0,0,0,19,443,0,0,12,2,2,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1031368_raw_html.txt,0,0,1,0,0,11,0,5,81,0,0,0,0,0,0,0,28,0,0,1,0,0,1,0,0,1,0,436,0,0,0,12,1,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,13,2,0,1,0,0,0,0,0,11,0,0,0,0,75,0
1,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,1031452_raw_html.txt,1,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,0,0,20,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,188,0,0,0,14,0,0,0,0,0,0,0,0,76,0,0,3,0,11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1031458_raw_html.txt,3,0,10,0,0,0,0,2,141,1,0,0,0,0,0,1,22,0,0,0,1,0,0,0,0,6,0,128,0,0,0,0,0,0,0,0,11,33,2,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0
3,222,0,0,3,10,0,1,0,0,0,0,0,0,67,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,26,0,3,0,0,1031524_raw_html.txt,0,0,0,0,2,10,0,2,47,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,73,0,0,0,3,5,0,0,0,2,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,9,0,11,0
1,124,0,0,0,11,0,0,14,0,10,0,0,1,38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1031638_raw_html.txt,4,0,0,0,0,0,0,5,34,0,0,0,0,0,0,5,37,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,8,0
1,33,0,1,65,6,0,0,0,0,32,31,0,4,338,0,0,88,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0,32,1031686_raw_html.txt,192,0,0,0,0,1,0,14,260,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,1,0,0,0,0,7,0,0,0,0,8,0,7,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,30,0,0,0,0,185,0
2,530,0,0,0,4,0,0,0,0,0,0,0,0,96,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1031788_raw_html.txt,0,0,0,0,0,0,0,5,29,0,0,0,0,0,0,2,83,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,1,1,23,0,0,1031908_raw_html.txt,12,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,10,0,0,19,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,0
2,148,0,0,10,13,0,0,0,0,0,0,0,3,40,1,0,23,1,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1031932_raw_html.txt,0,0,0,2,0,0,0,5,35,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,111,0,0,0,21,0,0,0,0,20,39,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,13,0,0,0,0,8,0
4,39,0,0,1,14,0,0,0,0,0,1,0,7,50,0,0,44,0,2,0,0,0,0,1,0,1,0,0,1,27,0,0,0,0,1031974_raw_html.txt,0,0,5,0,0,0,0,5,23,27,2,0,0,0,0,0,32,0,0,0,0,0,2,0,0,1,0,95,1,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,2,0,0,0,0,0,14,0,1,0,0,9,0
2,139,0,0,5,36,0,0,0,0,0,0,0,0,79,2,0,32,0,1,1,0,0,0,4,0,0,0,0,1,8,4,4,0,0,1031992_raw_html.txt,14,0,1,0,0,8,0,12,25,0,0,0,0,0,0,3,38,0,0,0,0,0,1,0,0,0,0,122,0,0,0,0,1,0,0,0,2,54,0,0,0,0,0,0,0,0,0,1,0,20,0,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,15,0
0,54,0,0,24,13,0,0,0,0,0,0,0,3,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1032040_raw_html.txt,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032226_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,108,0,0,25,21,0,0,0,0,0,0,0,1,92,0,0,10,0,2,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1032244_raw_html.txt,0,0,4,0,0,0,0,0,48,4,0,5,0,0,0,1,24,0,0,0,0,0,1,0,0,1,0,150,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,17,0
0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103228_raw_html.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,36,0,1,9,22,0,0,0,0,0,1,0,1,23,0,0,22,2,2,0,0,0,0,1,0,2,0,0,0,20,7,6,0,0,1032328_raw_html.txt,0,0,0,0,0,6,0,5,22,10,2,0,0,0,0,1,30,0,0,0,0,0,3,0,0,2,0,68,1,0,0,21,2,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,2,0,0,0,0,0,0,0,0,0,0,6,0
3,122,0,0,0,11,0,0,0,0,5,0,0,1,41,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,10,2,0,0,0,1032364_raw_html.txt,2,0,0,3,0,0,0,7,103,0,0,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0
1,60,0,0,0,14,0,0,0,0,0,0,0,1,61,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,1032376_raw_html.txt,0,0,0,0,0,0,0,61,20,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0
2,83,0,1,3,27,0,0,0,0,0,0,1,2,13,0,0,7,1,2,0,0,0,0,1,0,1,0,0,0,8,6,0,0,0,1032406_raw_html.txt,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,3,8,0,0,0,0,0,2,0,0,1,0,74,0,0,0,191,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,4,0,1,0,0,1,0,0,1,0,0,0,0,2,0
0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032436_raw_html.txt,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,41,0,0,1,15,0,0,0,0,0,0,0,0,19,0,0,6,0,1,3,0,0,0,0,0,0,0,0,0,6,2,0,0,0,1032466_raw_html.txt,0,0,5,3,0,0,0,1,14,6,0,1,0,4,0,1,15,0,0,0,0,0,1,0,0,1,0,47,0,0,0,0,0,0,0,0,2,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,10,0,0,4,0
1,264,0,0,8,5,0,0,0,0,0,0,0,19,443,0,0,11,2,2,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1032478_raw_html.txt,0,0,1,0,0,11,0,5,81,0,0,0,0,0,0,0,38,0,0,1,0,0,1,0,0,1,0,445,0,0,0,12,1,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,13,2,0,1,0,0,0,0,0,11,0,0,0,0,75,0
